First Name,Last Name,Title,Account Name,Status
Kamie,Marsillo,Chief of Staff,Sandbox Industries,Active Member Firm
Finance Team,Finance,Finance Team,Sandbox Industries,Active Member Firm
George,Fox,Vice President,Sandbox Industries,Active Member Firm
Kamala,Marsillo,Chief of Staff,Sandbox Industries,Active Member Firm
Babatunde,Oshinowo Jr,VP of Portfolio Growth,Sandbox Industries,Active Member Firm
Catherine,Skulnik,Partner,Sandbox Industries,Active Member Firm
Kelsey,Maguire,Partner,Sandbox Industries,Active Member Firm
Matthew,Downs,Co-CEO and Managing Partner,Sandbox Industries,Active Member Firm
Bryna,Coyle,VP of Operations,Sandbox Industries,Active Member Firm
Sean,Carlin,Financial Analyst,Sandbox Industries,Active Member Firm
Jessica,Scheets,VP of Operations,Sandbox Industries,Active Member Firm
Mark,Bartlett,Venture Partner,Sandbox Industries,Active Member Firm
Amanda,Harlan,Vice President,Sandbox Industries,Active Member Firm
Christopher,Zock,Co-CEO and Managing Partner,Sandbox Industries,Active Member Firm
Brennan,Fox,Vice President,Sandbox Industries,Active Member Firm
Emir,Sandhu,Partner,Sandbox Industries,Active Member Firm
Christian,Horn,Associate,Sandbox Industries,Active Member Firm
Tunde,Oshinowo,VP of Portfolio Growth,Sandbox Industries,Active Member Firm
Kyle,Nel,Partner,Sandbox Industries,Active Member Firm
Richard,Antwi-Boasiako,Vice President,Sandbox Industries,Active Member Firm
Gretchen,Hayes,Partner,Sandbox Industries,Active Member Firm
Jeff,Carroll,Partner,Sandbox Industries,Active Member Firm
Bo,Shi,Vice President,Sandbox Industries,Active Member Firm
Michelle,Gouveia,Vice President,Sandbox Industries,Active Member Firm
Thomas,Hawes,Partner,Sandbox Industries,Active Member Firm
Ryan,Thomas,Associate,Sandbox Industries,Active Member Firm
Liam,McDonald,Vice President,Sandbox Industries,Active Member Firm
Jennifer,Naylor,CFO,Sandbox Industries,Active Member Firm
Mariko,Matsumoto,VP Finance,Sanderling Ventures,Active Member Firm
Kalsang,Falk,,Sanderling Ventures,Active Member Firm
Paulette,Taylor,Of Counsel,Sanderling Ventures,Active Member Firm
Timothy,Wollaeger,Managing Director,Sanderling Ventures,Active Member Firm
Penny,Jackson,Controller,Sanderling Ventures,Active Member Firm
Rob,Abrams,Operating Partner,Sanderling Ventures,Active Member Firm
Willien,Ha,Executive Assistant,Sanderling Ventures,Active Member Firm
Robert,McNeil,Managing Director,Sanderling Ventures,Active Member Firm
Fred,Middleton,Managing Director,Sanderling Ventures,Active Member Firm
Timothy,Mills,Managing Director,Sanderling Ventures,Active Member Firm
Peter,McWilliams,Managing Director,Sanderling Ventures,Active Member Firm
Stefanie,Gordish,"Vice President, Marketing",Sapphire Partners,Active Member Firm
Jason,Tripp,Chief Compliance Officer,Sapphire Partners,Active Member Firm
Laura,Thompson,Partner,Sapphire Partners,Active Member Firm
Scott,Brown,Vice President of Marketing,Sapphire Partners,Active Member Firm
Scottt,Brown,"VP, Marketing",Sapphire Partners,Active Member Firm
Paul,Levine,Partner,Sapphire Partners,Active Member Firm
Sai,Sood,Controller,Sapphire Partners,Active Member Firm
Jenny,Smelyanets,Marketing Manager,Sapphire Partners,Active Member Firm
Krupa,Vankayala,"VP, People & HR",Sapphire Partners,Active Member Firm
Krupa,Vankayala,,Sapphire Partners,Active Member Firm
Cristina,Hohlman,CFO,Sapphire Partners,Active Member Firm
Ellie,Javadi,CMO,Sapphire Partners,Active Member Firm
Jill,Richardson,Senior Marketing Manager,Sapphire Partners,Active Member Firm
Nate,Leung,Partner,Sapphire Partners,Active Member Firm
Will,Suttle,"VP, Finance",Sapphire Partners,Active Member Firm
Andrew,Vogeley,Senior Associate,Sapphire Partners,Active Member Firm
Ralph,DeBernardo,Partner,Sapphire Partners,Active Member Firm
Charlie,Rexford,Chief of Staff,Sapphire Partners,Active Member Firm
Nino,Marakovic,CEO & Managing Director,Sapphire Partners,Active Member Firm
Andrea,Scholz,Executive Assistant,Sapphire Partners,Active Member Firm
Andreas,Weiskam,Partner,Sapphire Partners,Active Member Firm
Jai,Das,Partner,Sapphire Partners,Active Member Firm
Doug,Higgins,"Partner, Sapphire Sport",Sapphire Partners,Active Member Firm
Gaurav,Tewari,Managing Director,Sapphire Partners,Active Member Firm
Elizabeth,Clarkson,"Managing Director, FoF",Sapphire Partners,Active Member Firm
Anthony,Matusich,CFO,Sapphire Partners,Active Member Firm
Monica,Pierre-Davis,Executive Assistant,Sapphire Partners,Active Member Firm
Colston,Young,Director of Operations,Sapphire Partners,Active Member Firm
Rami,Branitzky,"Managing Director, Market Development",Sapphire Partners,Active Member Firm
Anders,Ranum,Partner,Sapphire Partners,Active Member Firm
Annis,Steiner,"Senior Director, Marketing",Sapphire Partners,Active Member Firm
Joan,Moreau,Executive Assistant/Events Coordinator,Sapphire Partners,Active Member Firm
Kevin,Diestel,Vice President,Sapphire Partners,Active Member Firm
Rajeev,Dham,Partner,Sapphire Partners,Active Member Firm
Winter,Mead,Vice President,Sapphire Partners,Active Member Firm
David,Hartwig,Partner,Sapphire Partners,Active Member Firm
Steve,Abbott,Partner,Sapphire Partners,Active Member Firm
Phil,Orr,Associate,Sapphire Partners,Active Member Firm
Shruti,Tournatory,"Senior Director, Market Development",Sapphire Partners,Active Member Firm
Shiv,Sachdev,Associate,Sapphire Partners,Active Member Firm
Abigail,Johnson,General Counsel and VP of Operations,Sapphire Partners,Active Member Firm
Katherine,Schykerynec,Executive Assistant,Sapphire Partners,Active Member Firm
Laura,Moir,Marketing Manager,Sapphire Partners,Active Member Firm
David,Pordes,Fund Accounting Manager,Sapphire Partners,Active Member Firm
Beezer,Clarkson,Partner,Sapphire Partners,Active Member Firm
Alex,Lehman,Vice President,Sapphire Partners,Active Member Firm
Casber,Wang,Partner,Sapphire Partners,Active Member Firm
Jason,Brooke,Vice President,Sapphire Partners,Active Member Firm
Jane,Lee,Vice President,Sapphire Partners,Active Member Firm
Cathy,Gao,Partner,Sapphire Partners,Active Member Firm
Michael,Spirito,Partner,Sapphire Partners,Active Member Firm
Margaret,Phommachanh,Executive Assistant,Sapphire Partners,Active Member Firm
Kristen,Osborne,Executive Assistant,Sapphire Partners,Active Member Firm
Brian,Walker,Director of Content Marketing,Scale Venture Partners,Active Member Firm
Dana,Espeland,Controller/Investor Relations,Scale Venture Partners,Active Member Firm
Jeremy,Kaufmann,Partner,Scale Venture Partners,Active Member Firm
John,Gianakopoulos,Vice President,Scale Venture Partners,Active Member Firm
Chris,Yin,Principal,Scale Venture Partners,Active Member Firm
Anika,Ayyar,Associate,Scale Venture Partners,Active Member Firm
Archer,Smith,VP of Marketing,Scale Venture Partners,Active Member Firm
Max,Abram,Senior Associate,Scale Venture Partners,Active Member Firm
Misha,Bansal,Associate,Scale Venture Partners,Active Member Firm
Noah,Gross,Vice President,Scale Venture Partners,Active Member Firm
Rahim,Noorani,Associate,Scale Venture Partners,Active Member Firm
Bob,Genchi,VP of IT,Scale Venture Partners,Active Member Firm
Juliette,Chevallier,Principal,Scale Venture Partners,Active Member Firm
Javier,Redondo,Principal,Scale Venture Partners,Active Member Firm
Craig,Rosenberg,Chief Platform Officer,Scale Venture Partners,Active Member Firm
Hilla,Watkins,Chief Marketing Officer,Scale Venture Partners,Active Member Firm
Sharon,Wienbar,Venture Partner,Scale Venture Partners,Active Member Firm
Andy,Vitus,Partner,Scale Venture Partners,Active Member Firm
Robert,Herb,Venture Partner,Scale Venture Partners,Active Member Firm
Mary,Denten,Chief Financial Officer,Scale Venture Partners,Active Member Firm
Jaime,Lovejoy,"VP, Marketing",Scale Venture Partners,Active Member Firm
Alexander,Niehenke,Partner,Scale Venture Partners,Active Member Firm
Ariel,Tseitlin,Partner,Scale Venture Partners,Active Member Firm
Mark,Brooks,Venture Partner,Scale Venture Partners,Active Member Firm
Kate,Mitchell,Co-Founding Partner,Scale Venture Partners,Active Member Firm
Rory,O'Driscoll,Partner,Scale Venture Partners,Active Member Firm
Stacey,Bishop,Partner,Scale Venture Partners,Active Member Firm
Hayley,Hoad,VP Operations & Compliance,Scale Venture Partners,Active Member Firm
Cack,Wilhelm,Principal,Scale Venture Partners,Active Member Firm
Susan,Liu,Vice President,Scale Venture Partners,Active Member Firm
Rose,Yuan,Associate,Scale Venture Partners,Active Member Firm
Dale,Chang,Operating Partner,Scale Venture Partners,Active Member Firm
Sam,Baker,Principal,Scale Venture Partners,Active Member Firm
Stephan,Eberle,General Counsel,Scale Venture Partners,Active Member Firm
Eric,Anderson,Partner,Scale Venture Partners,Active Member Firm
Jenna,Heath,Executive Assistant,Scale Venture Partners,Active Member Firm
Wes,Blackwell,Partner,Scout Ventures,Active Member Firm
Adam,Papa,,Scout Ventures,Active Member Firm
Brendan,Syron,Principal,Scout Ventures,Active Member Firm
Darshan,Shah,,Scout Ventures,Active Member Firm
Brad,Harrison,Managing Partner,Scout Ventures,Active Member Firm
Stephen,DiBartolomeo,Principal,Scout Ventures,Active Member Firm
Cody,Huggins,Principal,Scout Ventures,Active Member Firm
Ian,Folau,Operating Partner,Scout Ventures,Active Member Firm
Greg,Kaparski,Head of Finance,Scout Ventures,Active Member Firm
Mike,Keane,,Scout Ventures,Active Member Firm
Nate,George,,Scout Ventures,Active Member Firm
Bradley,Harrison,Managing Partner and Founder,Scout Ventures,Active Member Firm
Sam,Ellis,,Scout Ventures,Active Member Firm
Tricia,Brock,CFO,Seae Ventures,Active Member Firm
Jason,Robart,Managing Partner,Seae Ventures,Active Member Firm
Tuoyo,Louis,Managing Partner,Seae Ventures,Active Member Firm
Leah,O'Donnell,Head of Partnerships and Corporate Development,Seae Ventures,Active Member Firm
Justin,Williams,Senior Associate,Seae Ventures,Active Member Firm
Arianne,Kidder,Partner,Seae Ventures,Active Member Firm
Jim,Sanger,Managing Partner,Second Alpha Partners,Dropped
Eugene,Galantini,Chief Financial Officer & Chief Compliance Officer,Second Alpha Partners,Dropped
Adam,Greene,Venture Partner,Second Alpha Partners,Dropped
Richard,Brekka,Managing Partner,Second Alpha Partners,Dropped
Ryan,Kober,Director,Second Alpha Partners,Dropped
Sidney,Nakahodo,General Partner,Seldor Capital,Dropped
Lauren,Czisch,Assistant to Mike Dixon,Sequoia Capital,Active Member Firm
Marie,Klemchuk,US Chief Financial Officer,Sequoia Capital,Active Member Firm
Anna,Swank,Controller,Sequoia Capital,Active Member Firm
Chris,Cooper,Global CFO & COO,Sequoia Capital,Active Member Firm
Patricia,Ma,,Sequoia Capital,Active Member Firm
Jung,Son,GC/COO,Sequoia Capital,Active Member Firm
Robin,Chang,,Sequoia Capital,Active Member Firm
Daniel,Puts,Controller,Sequoia Capital,Active Member Firm
Don,Vieira,,Sequoia Capital,Active Member Firm
Michael,Ortiz,Senior Policy Director,Sequoia Capital,Active Member Firm
Natalia,Cacdac,,Sequoia Capital,Active Member Firm
Jacquie,Kush,"VP, Finance",Sequoia Capital,Active Member Firm
Intern,Intern,,Sequoia Capital,Active Member Firm
Joe,Cahill,,Sequoia Capital,Active Member Firm
Nmachi,Jidenma,"Senior Director, Scouts & Partnerships",Sequoia Capital,Active Member Firm
Mike,Vernal,Partner,Sequoia Capital,Active Member Firm
William,Coughran,Partner,Sequoia Capital,Active Member Firm
Ashwin,Ramaswami,,Sequoia Capital,Active Member Firm
Samm,Sacks,,Sequoia Capital,Active Member Firm
William,Manville,Technology Law and Policy Fellow,Sequoia Capital,Active Member Firm
Conor,Craven,,Sequoia Capital,Active Member Firm
Conor,Craven,,Sequoia Capital,Active Member Firm
Jack,Sullivan,,Sequoia Capital,Active Member Firm
Jim,Goetz,Investor,Sequoia Capital,Active Member Firm
Mickey,Arabelovic,Investor,Sequoia Capital,Active Member Firm
Roelof,Botha,Investor,Sequoia Capital,Active Member Firm
Scot,Carter,Investor,Sequoia Capital,Active Member Firm
Randy,Ditzler,Investor,Sequoia Capital,Active Member Firm
Michael,Dixon,Partner,Sequoia Capital,Active Member Firm
Joe,Dobrenski,Human Capital Partner,Sequoia Capital,Active Member Firm
Michael,Goguen,Investor,Sequoia Capital,Active Member Firm
Patrick,Grady,Investor,Sequoia Capital,Active Member Firm
Warren,Hogarth,Investor,Sequoia Capital,Active Member Firm
Douglas,Leone,Investor,Sequoia Capital,Active Member Firm
Christopher,Lyle,Investor,Sequoia Capital,Active Member Firm
Stacey,Gerber,Head of Events,Sequoia Capital,Active Member Firm
Bryan,Schreier,Partner,Sequoia Capital,Active Member Firm
Mark,Stevens,Investor,Sequoia Capital,Active Member Firm
Don,Valentine,Founder & Managing Partner,Sequoia Capital,Active Member Firm
Michael,Moritz,Investor,Sequoia Capital,Active Member Firm
Rachel,Meier,,Sequoia Capital,Active Member Firm
Angela,Hauke,,Sequoia Capital,Active Member Firm
,AP Team,,Sequoia Capital,Active Member Firm
Jen,Park,,Sequoia Capital,Active Member Firm
Divya,Goel,,Sequoia Capital,Active Member Firm
Natalia,Cacdac,,Sequoia Capital,Active Member Firm
Orfa,Cabezas,Executive Assistant,Sequoia Capital,Active Member Firm
Nancy,Bremer,"Sr. Director, Corporate Business Development",ServiceNow Ventures,Active Member Firm
Yolanda,Wong,"ServiceNow Ecosystem Ventures, Managing Director",ServiceNow Ventures,Active Member Firm
Victor,Chang,"VP, ServiceNow Ventures",ServiceNow Ventures,Active Member Firm
Matthew,Ohlman,CTO,Shadow Ventures,Active Member Firm
KP,Reddy,,Shadow Ventures,Active Member Firm
Nick,Durham,Senior Associate,Shadow Ventures,Active Member Firm
Pramod,Reddy,GP,Shadow Ventures,Active Member Firm
Natalie,Sandman,,Shasta Ventures,Active Member Firm
Rachel,Star,,Shasta Ventures,Active Member Firm
Chandrika,Srivastava,Product Manager,Shasta Ventures,Active Member Firm
Jacob,Mullins,Managing Director,Shasta Ventures,Active Member Firm
Nitin,Chopra,Managing Director,Shasta Ventures,Active Member Firm
Nikhil,Basu Trivedi,Partner,Shasta Ventures,Active Member Firm
Kelly,Maze,Assistant to Doug Pepper,Shasta Ventures,Active Member Firm
Rachel,Star,Investor,Shasta Ventures,Active Member Firm
Ravi,Mohan,Managing Director,Shasta Ventures,Active Member Firm
Andy,Huang,Sr. Accountant,Shasta Ventures,Active Member Firm
Jason,Pressman,Managing Director,Shasta Ventures,Active Member Firm
Eileen,Haldeman,Executive Assistant,Shasta Ventures,Active Member Firm
Sean,Flynn,Partner,Shasta Ventures,Active Member Firm
Jim,Barnett,Partner,Shasta Ventures,Active Member Firm
Robert,Coneybeer,Managing Director,Shasta Ventures,Active Member Firm
Tod,Francis,Managing Director,Shasta Ventures,Active Member Firm
Austin,Grose,Chief Financial Officer,Shasta Ventures,Active Member Firm
Alexandra,Prieto,Executive Assistant,Shasta Ventures,Active Member Firm
Elena,Ennouri,Executive Assistant,Shasta Ventures,Active Member Firm
Avery,Cannon,CFO,Shasta Ventures,Active Member Firm
Rose,Kelly,Controller,Shasta Ventures,Active Member Firm
Vy,Tran,Investor Relations Manager,Shasta Ventures,Active Member Firm
Ravi,Mohan,Managing Director,Shasta Ventures,Active Member Firm
Avery,Cannon,,Shasta Ventures,Active Member Firm
Andrea,Course,,Shell Ventures,Dropped
Phoebe,Wang,Principal,Shell Ventures,Dropped
Disi,Ye,,Shell Ventures,Dropped
Roman,Kiwakyou,,Shell Ventures,Dropped
Rens,Valk,Venture Analyst,Shell Ventures,Dropped
Brian,Panoff,,Shell Ventures,Dropped
Sharief,Moghazy,,Shell Ventures,Dropped
Joel,Samples,,Shell Ventures,Dropped
Alexander,Urban,Investor,Shell Ventures,Dropped
Carolien,De-Graaf,CFO,Shell Ventures,Dropped
Robert,Linck,CFO,Shell Ventures,Dropped
Henrik,Holland,Venture Principal,Shell Ventures,Dropped
Carl,Stjernfeldt,Venture Principal,Shell Ventures,Dropped
Peter,van Giesel,Venture Principal,Shell Ventures,Dropped
Rama,Ramalinga,Venture Principal,Shell Ventures,Dropped
Anna,Halpern Lande,Venture Principal,Shell Ventures,Dropped
Jack,Kelly,Marketing Manager,Shell Ventures,Dropped
Nathan,Fink,Associate,Shell Ventures,Dropped
Anna,Jarman,Analyst,Shell Ventures,Dropped
Hani,Elshahawi,"GameChanger, PTE Formation Testing and Sampling",Shell Ventures,Dropped
Vikas,Gupta,Partner,Shell Ventures,Dropped
Hector,MacQuarrie,Principal,Shell Ventures,Dropped
Lisa,Hill,VP of Engagement,Shield Capital,Active Member Firm
David,Rothzeid,VP,Shield Capital,Active Member Firm
Akhil,Iyer,Principal,Shield Capital,Active Member Firm
David,Rothzeid,VP,Shield Capital,Active Member Firm
Dan,Holland,COO,Shield Capital,Active Member Firm
Raj,Shah,Managing Partner,Shield Capital,Active Member Firm
Michael,Brown,Partner,Shield Capital,Active Member Firm
,Jacqueline Neugue,,Shield Capital,Active Member Firm
Meghan,McEveety,,Shield Capital,Active Member Firm
Maggie,Gray,,Shield Capital,Active Member Firm
Philip,Bilden,,Shield Capital,Active Member Firm
Allie,Klun,Head of Marketing & Platform,Sierra Ventures,Active Member Firm
Adam,Dawkins,Analyst,Sierra Ventures,Active Member Firm
Brendon,Schmidt,VP of Business Development,Sierra Ventures,Active Member Firm
Vignesh,Ravikumar,Partner,Sierra Ventures,Active Member Firm
Jing,Liong,Analyst,Sierra Ventures,Active Member Firm
Dora,Prado,EA,Sierra Ventures,Active Member Firm
Sarah,Recinos,Office Manager & EA,Sierra Ventures,Active Member Firm
Joyce,Lee,"Vice President, Finance",Sierra Ventures,Active Member Firm
Grace,Chen,VP Finance,Sierra Ventures,Active Member Firm
Sri,Muppidi,Investor,Sierra Ventures,Active Member Firm
Tej,Kanani,Investor,Sierra Ventures,Active Member Firm
Anne,Gherini,CMO,Sierra Ventures,Active Member Firm
Max,Chapman,Investor,Sierra Ventures,Active Member Firm
Tim,Guleri,Managing Director,Sierra Ventures,Active Member Firm
Ben,Yu,Managing Director,Sierra Ventures,Active Member Firm
Mark,Fernandes,Managing Director,Sierra Ventures,Active Member Firm
Jim,Doehrman,Operating Partner,Sierra Ventures,Active Member Firm
Dave,Schwab,Managing Director,Sierra Ventures,Active Member Firm
Peter,Wendell,Managing Director,Sierra Ventures,Active Member Firm
Steve,Williams,Managing Director,Sierra Ventures,Active Member Firm
Erik,Musalem,Managing Partner,Sila B,Active Member Firm
Michael,O'Brien,Managing Partner,Síol Venture Capital,Active Member Firm
Jennifer,Rodstrom,Communications Manager,Sky Technology Ventures LLC,Active Member Firm
Alex,Kaufman,Investment Principal,Sky Technology Ventures LLC,Active Member Firm
Tino,Kilp,,Sky Technology Ventures LLC,Active Member Firm
Lucas,Rocha,Investment Analyst,Sky Technology Ventures LLC,Active Member Firm
Bess,Chapman,,Sky Technology Ventures LLC,Active Member Firm
Elodie,Kwan,,Sky Technology Ventures LLC,Active Member Firm
Ashley,Lowes,Senior Communications Manager,Sky Technology Ventures LLC,Active Member Firm
Gidi,Fisher,"Program Manager, Innovation",Sky Technology Ventures LLC,Active Member Firm
Amy,Burr,President,Sky Technology Ventures LLC,Active Member Firm
Matt,Miller,Investment Analyst,Sky Technology Ventures LLC,Active Member Firm
Zach,Winn,Investment Analyst,Sky Technology Ventures LLC,Active Member Firm
Carrie,Banks,Office Manager,Sky Technology Ventures LLC,Active Member Firm
Gabrielle,Maguire,Operating Principal,Sky Technology Ventures LLC,Active Member Firm
Jim,Lockheed,Investment Principle,Sky Technology Ventures LLC,Active Member Firm
Laura,Barker,Marketing and Communications Specialist,Sky Technology Ventures LLC,Active Member Firm
Morton,Lin,Senior Analyst,Sky Technology Ventures LLC,Active Member Firm
Ryan,Chou,Investment Principle,Sky Technology Ventures LLC,Active Member Firm
Ruchit,Majmudar,"Sr. Analyst, Investments",Sky Technology Ventures LLC,Active Member Firm
Sarah,Mattina,Manager Communications & Marketing,Sky Technology Ventures LLC,Active Member Firm
Dana,Posey,Administrator,Sky Technology Ventures LLC,Active Member Firm
Daisy,Garcia,"Sr. Analyst, Investments",Sky Technology Ventures LLC,Active Member Firm
Stephen,Snyder,"Managing Director, Operations and Partnerships",Sky Technology Ventures LLC,Active Member Firm
Steve,Taub,"Managing Director, Investments",Sky Technology Ventures LLC,Active Member Firm
Amy,Wang,Operations & Partnerships,Sky Technology Ventures LLC,Active Member Firm
Jennifer,Crusca,Principal,Sky Technology Ventures LLC,Active Member Firm
Stefan,Yepes,,Sky Technology Ventures LLC,Active Member Firm
Bonny,Simi,President,Sky Technology Ventures LLC,Active Member Firm
Ajay,Sharma,Associate,Sky Technology Ventures LLC,Active Member Firm
Raj,Singh,"Managing Director, Investments",Sky Technology Ventures LLC,Active Member Firm
Christina,Heggie,Associate,Sky Technology Ventures LLC,Active Member Firm
Dana,Posey,Operations Manager,Sky Technology Ventures LLC,Active Member Firm
Anna,Schiller,,Sky Technology Ventures LLC,Active Member Firm
Anna,Shimoda,,Sky Technology Ventures LLC,Active Member Firm
Sky Technology Ventures LLC,Admin,,Sky Technology Ventures LLC,Active Member Firm
nancy,esau,office manager,Slater Technology Fund,Active Member Firm
Richard,Horan,Senior Managing Director,Slater Technology Fund,Active Member Firm
Thorne,Sparkman,Managing Director,Slater Technology Fund,Active Member Firm
Thorne,Sparkman,Managing Director,Slater Technology Fund,Active Member Firm
Alan,Colowick,Partner,Sofinnova Investments,Active Member Firm
Jason,Pitts,Associate,Sofinnova Investments,Active Member Firm
Sarah,Bhagat,General Partner,Sofinnova Investments,Active Member Firm
Alfred,Yue,"Vice President, Finance",Sofinnova Investments,Active Member Firm
Cameron,PItt,Senior Associate,Sofinnova Investments,Active Member Firm
James,Brody,CCO &COO,Sofinnova Investments,Active Member Firm
Leighanne,Oh,,Sofinnova Investments,Active Member Firm
Jonathan,Leff,Executive Partner,Sofinnova Investments,Active Member Firm
Maha,Katabi,General Partner,Sofinnova Investments,Active Member Firm
Regina,Salvat,Principal,Sofinnova Investments,Active Member Firm
Accounting,Team,,Sofinnova Investments,Active Member Firm
James,Healy,Managing General Partner,Sofinnova Investments,Active Member Firm
Nathalie,Auber,Chief Financial Officer and Partner,Sofinnova Investments,Active Member Firm
Jennifer,James,V.P. of Marketing and Investor Relations,Sofinnova Investments,Active Member Firm
Anand,Mehra,General Partner,Sofinnova Investments,Active Member Firm
Hooman,Shahlavi,Director of Legal Affairs,Sofinnova Investments,Active Member Firm
Tiffany,Davis,"IR and Marketing, Private Equity",Sofinnova Investments,Active Member Firm
Michael,Powell,Managing General Partner,Sofinnova Investments,Active Member Firm
Charlotte,Shropshire,Investor Relations,Sofinnova Investments,Active Member Firm
Tommy,Nguyen,Senior Analyst,Sofinnova Investments,Active Member Firm
Cory,Freedland,Principal,Sofinnova Investments,Active Member Firm
Eric,Delbridge,Portfolio Manager - Public Equity,Sofinnova Investments,Active Member Firm
Alex,Chan,Accounting Manager,Sofinnova Investments,Active Member Firm
Heather,Behanna,,Sofinnova Investments,Active Member Firm
Garheng,Kong,Managing General Partner,Sofinnova Investments,Active Member Firm
Ned,Desmond,Senior Operating Partner,SOSV,Active Member Firm
Maria,O'Brien,Chiel Legal Counsel,SOSV,Active Member Firm
Ben,Joffe,partner,SOSV,Active Member Firm
Lauren,McCranie,Director of comms,SOSV,Active Member Firm
Stephen,McCann,General partner,SOSV,Active Member Firm
Parikshit,Sharma,Partner,SOSV,Active Member Firm
Joe,Hurd,,SOSV,Active Member Firm
Benjamin,Joffe,,SOSV,Active Member Firm
Ned,Desmond,Senior Operating Partner,SOSV,Active Member Firm
Joe,Hurd,,SOSV,Active Member Firm
Brian,Murphy,partner,SOSV,Active Member Firm
Stefan,Dienstag,manager,SOSV,Active Member Firm
Oscar,Ramos,General Partner,SOSV,Active Member Firm
,Pae,,SOSV,Active Member Firm
Susan,Schofer,Partner & Chief Science Officer,SOSV,Active Member Firm
Alexander,Hall-Daniels,Associate,SOSV,Active Member Firm
Alan,Clayton,Global Roaming Mentor,SOSV,Active Member Firm
Bill,Liao,General Partner,SOSV,Active Member Firm
Pae,Wu,CTO,SOSV,Active Member Firm
Ronan,Cunningham,Managing Director,Spectrum Equity,Active Member Firm
Kaylin,Wardley,Assistant to Vic Parker,Spectrum Equity,Active Member Firm
Leah,Palmer,General Counsel,Spectrum Equity,Active Member Firm
Julia,Chen,Principal,Spectrum Equity,Active Member Firm
Sam,Sabeti,Investor,Spectrum Equity,Active Member Firm
Erica,Fischer-Colbrie,Associate,Spectrum Equity,Active Member Firm
Emily,Maxwell,Legal and Compliance Analyst,Spectrum Equity,Active Member Firm
Vic,Parker,Managing Director,Spectrum Equity,Active Member Firm
Ben,Spero,Managing Director,Spectrum Equity,Active Member Firm
Chris,Mitchell,Managing Director,Spectrum Equity,Active Member Firm
Pete,Jensen,Managing Director,Spectrum Equity,Active Member Firm
Steve,LeSieur,Managing Director,Spectrum Equity,Active Member Firm
Carolina,Picazo,Chief Compliance and Tax Officer,Spectrum Equity,Active Member Firm
Juli,Tarca,Accounts Payable/CFO Assistant,Spectrum Equity,Active Member Firm
Bruno,Werneck,Associate,Spectrum Equity,Active Member Firm
Brian,Regan,CFO,Spectrum Equity,Active Member Firm
Lynne,McMillan,Controller,Spectrum Equity,Active Member Firm
Yola,Lerch,Assistant to Vic Parker,Spectrum Equity,Active Member Firm
Doc,Parghi,Partner,SRI Capital,Active Member Firm
Sashi,Reddi,,SRI Capital,Active Member Firm
Heather,Berger,Principal,SR One Capital Management,Active Member Firm
Amit,Shah,Principal,SR One Capital Management,Active Member Firm
Daanish,Jamal,Senior Associate,SR One Capital Management,Active Member Firm
Sasha,Keogh,General Counsel & Chief Compliance Officer,SR One Capital Management,Active Member Firm
Chris,Chai,Venture Partner,SR One Capital Management,Active Member Firm
Eliot,Charles,Venture Partner,SR One Capital Management,Active Member Firm
James,Macadam,Chief Financial Officer,SR One Capital Management,Active Member Firm
Laetitia,Schwab,Associate,SR One Capital Management,Active Member Firm
Tanya,McGlashan,EA,SR One Capital Management,Active Member Firm
Janet,Mastrocola,EA,SR One Capital Management,Active Member Firm
Karen,Narolewski-Engel,"VP, Operations",SR One Capital Management,Active Member Firm
Rajeev,Dadoo,Managing Partner,SR One Capital Management,Active Member Firm
Deborah,Harland,Venture Partner,SR One Capital Management,Active Member Firm
Simeon,George,Chief Executive Officer,SR One Capital Management,Active Member Firm
Brian,Gallagher,Partner,SR One Capital Management,Active Member Firm
Vikas,Goyal,Principal,SR One Capital Management,Active Member Firm
Matthew,Foy,Partner & Chief Operating Officer,SR One Capital Management,Active Member Firm
Jill,Carroll,Partner,SR One Capital Management,Active Member Firm
Jens,Eckstein,"President SR One, Managing Director APVC",SR One Capital Management,Active Member Firm
Imran,Eba,Partner,SR One Capital Management,Active Member Firm
Jessica,Wesson,Assistant to Ashton Newhall,Stepstone Group,Active Member Firm
Lindsay,Redfield,CFO,Stepstone Group,Active Member Firm
Heidi,King,Compliance Administrator,Stepstone Group,Active Member Firm
David,DiPietro,Portfolio Director,Stepstone Group,Active Member Firm
Sara,Zulkosky,,Stepstone Group,Active Member Firm
Anthony,Giambrone,Vice President,Stepstone Group,Active Member Firm
Stephen,West,Vice President,Stepstone Group,Active Member Firm
Elizabeth,Ford,Business Intelligence Manager,Stepstone Group,Active Member Firm
Finance,Department,,Stepstone Group,Active Member Firm
Jason,Brown,Accountant,Stepstone Group,Active Member Firm
Paige,Walters,Executive Assistant,Stepstone Group,Active Member Firm
Jason,Stall,Controller,Stepstone Group,Active Member Firm
Julieanna,Wiley,Vice President,Stepstone Group,Active Member Firm
Laura,Antonelli,Controller,Stepstone Group,Active Member Firm
Jacklyn,Wolfe,Executive Assistant,Stepstone Group,Active Member Firm
Lauren,Wilson,Executive Assistant,Stepstone Group,Active Member Firm
Chris,Ancona,Cheif Compliance Officer,Stepstone Group,Active Member Firm
Mike,Baader,General Counsel,Stepstone Group,Active Member Firm
Andrew E.,Jones,Venture Partner,Stepstone Group,Active Member Firm
